Date,Suburb,State,Postcode,Beds,Baths,Cars,Land,Type,SaleType,Median price,Price,latitude,longitude,dist_to_cbd
15/08/2025,ERINA,NSW,2250,6,2,4,556,House,PRIVATE TREATY,752000,1265000,,,
15/08/2025,EAST GOSFORD,NSW,2250,3,2,2,,Townhouse,PRIVATE TREATY,752000,888750,-33.4335891,151.3563743,50.29975877
1/05/2025,TREVALLYN,TAS,7250,3,1,2,784,House,PRIVATE TREATY,540000,555000,-41.4339263,147.1125159,161.8867484
10/05/2025,BRONTE,NSW,2024,4,3,2,,House,AUCTION,752000,23500000,-33.9041732,151.262915,6.327643704
14/08/2025,BURLEIGH HEADS,QLD,4220,30,20,30,,House,PRIVATE TREATY,670000,18030000,-28.1000249,153.4431487,81.24658778
12/08/2025,GREENHILLS BEACH,NSW,2230,6,4,4,,House,PRIVATE TREATY,752000,15000000,-34.0394395,151.1617234,19.29785684
16/05/2025,MERMAID WATERS,QLD,4218,5,6,6,1113,House,AUCTION,670000,14005000,-28.057085,153.419917,75.99044023
5/12/2024,KATHERINE,NT,850,,,,,Rural,PRIVATE TREATY,460000,12800000,-14.4646157,132.2635993,269.9785699
22/05/2025,MOSMAN,NSW,2088,4,5,2,,House,PRIVATE TREATY,752000,12400000,-33.8204394,151.2491465,6.658218995
12/08/2025,POTTS POINT,NSW,2011,3,2,2,,Apartment/Unit/Flat,PRIVATE TREATY,645000,11000000,-33.8699154,151.2252697,1.571554888
28/04/2025,LEABROOK,SA,5068,7,4,6,6806,House,PRIVATE TREATY,495000,9750000,-34.931659,138.6539498,4.950523517
1/05/2025,RABY BAY,QLD,4163,5,5,3,,House,PRIVATE TREATY,670000,9750000,-27.5126971,153.2762382,25.44142606
2/05/2025,BROADBEACH,QLD,4218,4,4,3,,Apartment/Unit/Flat,PRIVATE TREATY,660000,9500000,-28.0299315,153.4312764,74.03066771
7/05/2025,BROADBEACH,QLD,4218,4,4,3,,Apartment/Unit/Flat,PRIVATE TREATY,660000,9500000,-28.0299315,153.4312764,74.03066771
11/08/2025,CITY BEACH,WA,6015,5,3,4,943,House,PRIVATE TREATY,505000,8600000,-31.9139173,115.7615518,10.45713002
8/05/2025,SURFERS PARADISE,QLD,4217,26,13,16,2032,House,PRIVATE TREATY,670000,8508000,-28.003036,153.4255202,71.23158838
2/05/2025,SOVEREIGN ISLANDS,QLD,4216,7,7,7,704,House,PRIVATE TREATY,670000,8500000,,,
23/05/2025,ELIZABETH BAY,NSW,2011,5,4,2,,Apartment/Unit/Flat,PRIVATE TREATY,645000,8500000,-33.8687377,151.2264791,1.687912294
9/08/2025,SUNRISE BEACH,QLD,4567,4,3,3,706,House,PRIVATE TREATY,670000,7500000,-26.4151028,153.1100128,117.0859963
9/05/2025,PIMPAMA,QLD,4209,3,2,1,,Duplex,PRIVATE TREATY,670000,7350000,-27.8191713,153.2969669,47.26864391
6/05/2025,INDOOROOPILLY,QLD,4068,5,3,3,2376,House,PRIVATE TREATY,670000,7300000,-27.5063869,152.9787778,6.060668692
7/08/2025,SOUTH BRISBANE,QLD,4101,4,3,3,,Penthouse,PRIVATE TREATY,670000,7250000,-27.4736901,153.0165,0.867906704
9/08/2025,NOOSA HEADS,QLD,4567,3,2,2,,Apartment/Unit/Flat,PRIVATE TREATY,660000,7050000,-26.3937447,153.0845338,119.2908476
9/05/2025,DURAL,NSW,2158,4,2,2,,House,PRIOR TO AUCTION,752000,7000000,-33.7006055,151.0255476,25.27477034
12/08/2025,ROSE BAY,NSW,2029,3,2,2,,Apartment/Unit/Flat,PRIOR TO AUCTION,645000,6800000,-33.8733873,151.2652223,5.282700169
30/04/2025,MOOLOOLABA,QLD,4557,4,3,3,,Apartment/Unit/Flat,PRIOR TO AUCTION,660000,6750000,-26.6795152,153.1188008,87.98369954
20/05/2025,STRATHFIELD,NSW,2135,4,2,4,1423,House,AUCTION,752000,6400000,-33.8765364,151.0749849,12.35547154
14/08/2025,PUTNEY,NSW,2112,4,4,4,,House,PRIVATE TREATY,752000,6350000,-33.828559,151.10232,10.82327898
13/08/2025,BYRON BAY,NSW,2481,5,3,4,507,House,PRIVATE TREATY,752000,6220000,-28.6504628,153.6162415,622.4209975
19/05/2025,LOORANA,TAS,7256,,,,,Rural,PRIVATE TREATY,540000,6189693,-39.8435231,143.9723546,438.956438
24/05/2025,NORTHBRIDGE,NSW,2063,2,2,4,765,House,AUCTION,752000,6100000,-33.809054,151.2102072,6.745131994
1/08/2025,SOMERTON PARK,SA,5044,5,4,5,993,House,PRIVATE TREATY,495000,5980000,-34.9983379,138.5162291,10.90945815
16/05/2025,HELENSVALE,QLD,4212,5,6,3,1636,House,PRIVATE TREATY,670000,5650000,-27.8776717,153.3197396,53.90184587
15/08/2025,HOMEBUSH,NSW,2140,5,1,1,1846,House,PRIVATE TREATY,752000,5600000,-33.8679981,151.0821298,11.67446853
24/05/2025,SEAFORTH,NSW,2092,5,3,5,588,House,AUCTION,752000,5510000,-33.7962486,151.2389714,8.643229714
6/05/2025,CASTLE HILL,NSW,2154,5,5,9,2000,House,PRIVATE TREATY,752000,5500000,-33.72799,151.0090491,24.2477691
19/05/2025,MERMAID WATERS,QLD,4218,6,5,4,826,House,AUCTION,670000,5500000,-28.0395161,153.4215487,74.4137077
23/05/2025,MOSMAN,NSW,2088,5,3,3,,House,PRIVATE TREATY,752000,5500000,-33.823035,151.231836,5.630997197
21/05/2025,BROADBEACH WATERS,QLD,4218,5,5,4,693,House,PRIVATE TREATY,670000,5400000,-28.0351274,153.4156538,73.69480837
24/05/2025,MOSMAN,NSW,2088,3,2,2,,Apartment/Unit/Flat,AUCTION,645000,5300000,-33.8368864,151.2431319,4.874774386
14/08/2025,MATCHAM,NSW,2250,,,,,Acreage/Semirural,PRIVATE TREATY,752000,5250000,-33.4082595,151.4387015,55.48054331
17/04/2025,FITZROY,SA,5082,5,4,2,1073,House,PRIVATE TREATY,495000,5200000,-34.8976673,138.5925184,3.452219323
7/08/2025,BUDDINA,QLD,4575,5,4,2,933,House,PRIVATE TREATY,670000,5130000,-26.6957502,153.1301388,86.32598567
30/04/2025,SOUTH BRIGHTON,SA,5048,4,2,5,312,House,PRIVATE TREATY,495000,5100000,-35.0273705,138.5174975,13.3323281
14/08/2025,COLLAROY,NSW,2097,5,3,3,461,House,PRIVATE TREATY,752000,5100000,-33.7321686,151.2980303,17.38560851
7/05/2025,WARRAWEE,NSW,2074,5,3,2,924,House,PRIVATE TREATY,752000,5030000,-33.725179,151.127856,17.69033642
16/08/2025,EPPING,NSW,2121,5,5,4,746,House,AUCTION,752000,5000008,-33.7718554,151.0579438,17.65927736
11/08/2025,SURFERS PARADISE,QLD,4217,4,3,3,,Apartment/Unit/Flat,PRIVATE TREATY,660000,5000000,-28.0083895,153.4279942,71.85982967
12/08/2025,NEW FARM,QLD,4005,3,2,2,734,House,PRIVATE TREATY,670000,5000000,-27.4706627,153.0451008,2.143213068
15/05/2025,CARRARA,QLD,4211,6,7,4,1042,House,AUCTION,670000,4900000,,,
8/08/2025,MERMAID BEACH,QLD,4218,2,1,2,607,House,AUCTION,670000,4900000,-28.040156,153.4331721,75.08399071
7/05/2025,BURWOOD,NSW,2134,6,5,6,,House,AUCTION,752000,4888000,-33.8766633,151.1103093,9.096370653
29/03/2025,GRIFFITH,ACT,2603,4,3,4,962,House,AUCTION,980000,4850000,-35.3285465,149.1309034,4.365628419
15/08/2025,MOUNT MARTHA,VIC,3934,4,2,2,4352,House,PRIVATE TREATY,550000,4800000,-38.2747394,145.0066221,51.25569084
8/05/2025,BRIGHTON,SA,5048,4,3,3,400,House,PRIVATE TREATY,495000,4725000,-35.0140265,138.5135917,12.36398003
5/08/2025,SWANBOURNE,WA,6010,4,5,2,473,House,PRIVATE TREATY,505000,4725000,-31.9766027,115.765664,9.261167406
21/05/2025,BELLA VISTA,NSW,2153,5,5,3,,House,PRIVATE TREATY,752000,4700000,-33.7317111,150.9510146,28.32477267
16/08/2025,BURWOOD,NSW,2134,5,4,2,714,House,AUCTION,752000,4696000,-33.8822816,151.1071751,9.455724385
12/08/2025,WANTIRNA,VIC,3152,5,2,6,6068,House,PRIVATE TREATY,550000,4625000,-37.8520699,145.2333407,24.15082966
19/05/2025,MOUNT LOFTY,QLD,4350,5,2,,6471,House,PRIVATE TREATY,670000,4500000,-27.5438177,151.9751275,103.9172948
20/05/2025,DUTTON PARK,QLD,4102,5,3,2,405,House,PRIOR TO AUCTION,670000,4500000,-27.491407,153.0247469,2.490168987
20/05/2025,COTTESLOE,WA,6011,4,4,2,636,House,PRIVATE TREATY,505000,4500000,-31.9914142,115.7619822,10.11735619
21/05/2025,CANADA BAY,NSW,2046,5,5,3,460,Semidetached,AUCTION,752000,4500000,-33.8653278,151.1155435,8.595764608
23/05/2025,MERMAID BEACH,QLD,4218,4,3,3,405,House,PRIVATE TREATY,670000,4495000,-28.056181,153.4405744,76.97275157
7/08/2025,MOUNT MEE,QLD,4521,4,3,9,,House,PRIVATE TREATY,670000,4400000,-27.0882473,152.7731833,48.9275725
7/05/2025,CASTLECRAG,NSW,2068,4,3,4,733,House,PRIVATE TREATY,752000,4350000,-33.8018687,151.2208692,7.629218919
7/05/2025,BUDERIM,QLD,4556,4,3,3,2296,House,PRIVATE TREATY,670000,4300000,-26.6733981,153.05977,88.22559334
15/08/2025,NORTH BALGOWLAH,NSW,2093,6,5,1,980,House,AUCTION,752000,4300000,-33.7873714,151.2492843,9.903864868
17/07/2025,DEAKIN,ACT,2600,5,3,4,2016,House,PRIVATE TREATY,980000,4270000,-35.312063,149.1160235,2.092645507
7/05/2025,WARRANDYTE,VIC,3113,6,5,8,4384,House,PRIVATE TREATY,550000,4250000,-37.749537,145.1811587,20.50193126
24/05/2025,KIRRIBILLI,NSW,2061,2,2,1,,Apartment/Unit/Flat,AUCTION,645000,4233000,-33.8489001,151.2162635,2.437588144
23/05/2025,BELLEVUE HILL,NSW,2023,3,2,2,,Apartment/Unit/Flat,PRIOR TO AUCTION,645000,4200000,-33.8869867,151.2588067,5.046067103
8/08/2025,KAWANA ISLAND,QLD,4575,5,3,2,754,House,PRIVATE TREATY,670000,4190000,-26.7118741,153.1255366,84.49724952
8/08/2025,PARREARRA,QLD,4575,5,3,2,754,House,PRIVATE TREATY,670000,4190000,-26.7118741,153.1255366,84.49724952
15/08/2025,TAREN POINT,NSW,2229,3,1,2,777,House,PRIVATE TREATY,752000,4180000,-34.0191741,151.1196243,18.48082404
21/05/2025,WEST PENNANT HILLS,NSW,2125,5,4,2,854,House,PRIVATE TREATY,752000,4150000,-33.743686,151.051339,20.17413091
30/04/2025,NEEDILUP,WA,6336,,,,,Farm,PRIVATE TREATY,505000,4140000,,,
8/05/2025,DOLANS BAY,NSW,2229,5,2,2,806,House,AUCTION,752000,4100000,-34.0677275,151.1284146,23.15753903
8/05/2025,MOUNT LAWLEY,WA,6050,4,3,4,657,House,PRIVATE TREATY,505000,4100000,-31.9354359,115.8770063,2.749557104
21/05/2025,RUSSELL LEA,NSW,2046,4,3,2,607,House,PRIVATE TREATY,752000,4100000,-33.8591834,151.1383904,6.574621129
9/08/2025,NOOSA HEADS,QLD,4567,4,3,2,,Apartment/Unit/Flat,AUCTION,660000,4100000,,,
17/05/2025,ABERFELDIE,VIC,3040,4,4,4,1140,House,AUCTION,550000,4070000,-37.7646932,144.8948774,8.150935072
24/05/2025,GLEN IRIS,VIC,3146,3,2,2,911,House,AUCTION,550000,4060000,-37.8636802,145.043475,8.948193787
1/05/2025,SORRENTO,QLD,4217,5,4,4,991,House,PRIVATE TREATY,670000,4035000,,,
9/08/2025,GUMDALE,QLD,4154,4,2,6,18898,House,AUCTION,670000,4025000,-27.4957149,153.1413034,12.01367506
1/03/2025,FORREST,ACT,2603,4,3,2,825,House,AUCTION,980000,4005000,-35.3143047,149.1191335,2.465525142
6/05/2025,KENSINGTON PARK,SA,5068,6,4,3,802,House,PRIVATE TREATY,495000,4000000,-34.9233038,138.6545018,5.015411834
17/05/2025,NOOSAVILLE,QLD,4566,2,2,1,,Apartment/Unit/Flat,AUCTION,660000,4000000,-26.3952814,153.0772085,119.0860077
21/05/2025,RANDWICK,NSW,2031,4,3,2,,House,PRIOR TO AUCTION,752000,4000000,-33.9089339,151.2506325,5.843410205
24/05/2025,MARSFIELD,NSW,2122,4,1,1,2633,House,AUCTION,752000,4000000,-33.7863058,151.1031747,13.43626345
24/05/2025,SANS SOUCI,NSW,2219,4,2,4,879,House,AUCTION,752000,4000000,-33.9994284,151.1246488,16.32162709
7/08/2025,HOVE,SA,5048,4,3,2,653,House,PRIVATE TREATY,495000,3965000,-35.0086951,138.5123709,11.98859374
19/05/2025,CAMP HILL,QLD,4152,5,4,3,604,House,PRIVATE TREATY,670000,3950000,-27.4900955,153.0702007,5.17547564
24/04/2025,ALDINGA BEACH,SA,5173,4,3,2,700,House,PRIVATE TREATY,495000,3900000,-35.2725613,138.4449924,40.73446243
9/05/2025,WOOLOOWIN,QLD,4030,1,1,,,House,PRIVATE TREATY,670000,3900000,-27.4141512,153.0431073,6.375457641
21/05/2025,KIAMA HEIGHTS,NSW,2533,5,4,2,,House,PRIVATE TREATY,752000,3900000,-34.6951951,150.8513176,97.27523812
9/08/2025,CANTERBURY,VIC,3126,4,2,2,650,House,PRIVATE TREATY,550000,3900000,-37.8219898,145.0793576,10.26596294
23/05/2025,OATLEY,NSW,2223,6,3,4,1201,House,PRIVATE TREATY,752000,3880000,-33.9855929,151.0790128,17.54169456
10/12/2024,WAGAMAN,NT,810,2,2,,,Blockofunits,PRIVATE TREATY,460000,3872000,-12.3790897,130.8817325,10.02794655
10/05/2025,KINGSTON,ACT,2604,5,3,3,493,House,AUCTION,980000,3850000,-35.3183705,149.1462644,4.696957838
13/08/2025,EPPING,NSW,2121,7,4,4,739,House,AUCTION,752000,3810000,-33.7705365,151.0721392,16.73913187
21/05/2025,KOGARAH BAY,NSW,2217,4,3,3,749,House,AUCTION,752000,3808000,-33.9852124,151.1251976,14.92577947
14/08/2025,PUTNEY,NSW,2112,3,2,3,657,House,PRIVATE TREATY,752000,3808000,-33.825103,151.102655,10.96347886
12/08/2025,LAKEMBA,NSW,2195,16,8,8,1011,Blockofunits,AUCTION,752000,3805000,-33.9162111,151.071886,13.6249222
17/03/2025,DEAKIN,ACT,2600,3,1,1,,House,PRIVATE TREATY,980000,3800000,-35.3110399,149.1186208,2.17195617
8/05/2025,COBURG,VIC,3058,4,2,4,1384,House,AUCTION,550000,3751000,-37.7391503,144.9628454,8.335024544
15/08/2025,BAYVIEW,NSW,2104,5,3,4,4060,House,PRIVATE TREATY,752000,3750000,-33.664721,151.2931161,24.07076885
22/05/2025,PADDINGTON,NSW,2021,3,2,1,,House,PRIOR TO AUCTION,752000,3735000,-33.884006,151.2306549,2.598266389
7/05/2025,TENNYSON,SA,5022,4,4,3,306,House,PRIVATE TREATY,495000,3700000,-34.8961142,138.4884956,10.78707839
14/08/2025,WEST PENNANT HILLS,NSW,2125,5,3,2,1039,House,PRIVATE TREATY,752000,3700000,-33.750904,151.026794,21.36413739
29/04/2025,TINCURRIN,WA,6361,,,,,Specialistfarm,PRIVATE TREATY,505000,3685000,,,
16/08/2025,EASTWOOD,NSW,2122,5,3,2,,House,AUCTION,752000,3660000,-33.7853337,151.0979455,13.86357001
12/08/2025,BURRANEER,NSW,2230,4,2,3,872,House,PRIVATE TREATY,752000,3650000,-34.067912,151.1389852,22.88454763
12/08/2025,KELLYVILLE,NSW,2155,5,5,3,704,House,PRIVATE TREATY,752000,3650000,-33.722328,150.9547337,28.61883112
22/05/2025,ELIZABETH BAY,NSW,2011,2,2,1,,Apartment/Unit/Flat,AUCTION,645000,3600000,-33.871868,151.2264652,1.697046572
22/05/2025,PADDINGTON,NSW,2021,2,1,1,165,House,PRIOR TO AUCTION,752000,3600000,-33.8890267,151.2292583,2.879649564
15/08/2025,NORTH EPPING,NSW,2121,3,1,2,1752,House,PRIOR TO AUCTION,752000,3585000,-33.7594622,151.0886174,16.51225775
15/05/2025,WOODLANDS,WA,6018,4,3,2,769,House,PRIVATE TREATY,505000,3580000,-31.9028289,115.7917434,8.774924272
13/08/2025,MOUNT MARTHA,VIC,3934,4,3,2,761,House,PRIVATE TREATY,550000,3575000,-38.2494555,145.0321382,48.68501385
21/05/2025,KINGSFORD,NSW,2032,4,3,3,405,House,PRIOR TO AUCTION,752000,3550000,-33.9233534,151.2227298,6.083831212
10/05/2025,MILLERS POINT,NSW,2000,2,1,,,Terrace,PRIVATE TREATY,752000,3530000,-33.8576401,151.2041914,1.40563897
13/08/2025,GLENHAVEN,NSW,2156,6,3,3,836,House,PRIVATE TREATY,752000,3530000,-33.7140028,151.0115542,25.1143419
12/08/2025,FRENCHS FOREST,NSW,2086,5,4,4,1100,House,PRIOR TO AUCTION,752000,3525000,-33.7442378,151.2187957,13.9660429
16/08/2025,ENMORE,NSW,2042,5,2,1,400,House,AUCTION,752000,3516000,-33.8991298,151.1649328,5.161011867
13/08/2025,MARSFIELD,NSW,2122,4,3,3,925,House,AUCTION,752000,3510000,-33.7831951,151.1093252,13.27756923
29/04/2025,CITY BEACH,WA,6015,6,3,4,956,House,PRIVATE TREATY,505000,3500000,-31.9235871,115.7707387,9.219375409
20/05/2025,WILDWOOD,VIC,3429,,,,,Vacantland,PRIVATE TREATY,550000,3500000,-37.561311,144.793594,31.80939204
21/05/2025,FIVE DOCK,NSW,2046,5,6,3,,Semidetached,PRIVATE TREATY,752000,3500000,-33.8700816,151.1354046,6.743315434
21/05/2025,NORTH EPPING,NSW,2121,5,3,3,1005,House,AUCTION,752000,3500000,-33.7584965,151.097976,16.02626335
22/05/2025,HABERFIELD,NSW,2045,4,2,4,557,House,PRIVATE TREATY,752000,3500000,-33.8884608,151.1442824,6.270955944
23/05/2025,PICNIC POINT,NSW,2213,5,3,4,917,House,PRIVATE TREATY,752000,3500000,-33.981548,150.9969781,23.13597161
12/08/2025,CREMORNE,NSW,2090,4,3,2,,Townhouse,PRIOR TO AUCTION,752000,3500000,-33.8311518,151.2320765,4.823577206
13/08/2025,CASTLE HILL,NSW,2154,5,3,3,783,House,PRIVATE TREATY,752000,3500000,-33.7213172,150.9947284,25.73935952
15/08/2025,PICNIC POINT,NSW,2213,5,3,4,917,House,PRIVATE TREATY,752000,3500000,-33.981548,150.9969781,23.13597161
15/08/2025,TURRAMURRA,NSW,2074,4,2,3,929,House,PRIOR TO AUCTION,752000,3500000,-33.724894,151.134903,17.45476292
8/08/2025,BURLEIGH WATERS,QLD,4220,5,4,3,928,House,AUCTION,670000,3475000,-28.0843652,153.4384789,79.52157268
9/05/2025,PUTNEY,NSW,2112,5,3,2,330,House,AUCTION,752000,3470000,-33.827244,151.104873,10.67349742
29/04/2025,QUINDALUP,WA,6281,3,2,2,810,House,PRIVATE TREATY,505000,3456000,,,
5/05/2025,SANDRINGHAM,VIC,3191,5,3,8,709,House,PRIVATE TREATY,550000,3452000,,,
9/05/2025,NAREMBURN,NSW,2065,3,2,1,215,House,PRIOR TO AUCTION,752000,3418000,-33.820872,151.1980977,5.513161206
10/05/2025,CARLINGFORD,NSW,2118,4,1,2,,House,AUCTION,752000,3410000,-33.7782438,151.0570051,17.3020573
20/05/2025,EAST KILLARA,NSW,2071,4,3,2,847,House,PRIOR TO AUCTION,752000,3400000,-33.7544506,151.1830776,13.01035302
22/05/2025,HUNTERS HILL,NSW,2110,3,2,1,2061,House,PRIVATE TREATY,752000,3400000,-33.8204541,151.1434987,8.121872038
23/05/2025,PITT TOWN,NSW,2756,5,3,7,2372,House,PRIVATE TREATY,752000,3400000,-33.5827715,150.85927,45.3891368
23/05/2025,NORTH COOGEE,WA,6163,5,3,2,320,House,PRIVATE TREATY,505000,3400000,-32.0989191,115.7602684,18.4745749
23/05/2025,NEDLANDS,WA,6009,5,3,2,1012,House,PRIVATE TREATY,505000,3395000,-31.9826185,115.8038741,6.124455738
9/08/2025,NORMAN PARK,QLD,4170,5,2,2,708,House,AUCTION,670000,3395000,-27.4850825,153.068733,4.814084068
7/05/2025,TURRAMURRA,NSW,2074,4,3,2,1834,House,PRIVATE TREATY,752000,3388888,-33.7242565,151.1395359,17.35802505
22/05/2025,STRATHFIELD,NSW,2135,4,2,4,670,House,PRIOR TO AUCTION,752000,3388000,-33.8685725,151.0659873,13.16699214
16/08/2025,CAMBERWELL,VIC,3124,4,2,2,834,House,AUCTION,550000,3386000,-37.8459124,145.0670717,9.798758743
20/05/2025,NORTH RYDE,NSW,2113,5,3,2,696,House,PRIOR TO AUCTION,752000,3380000,-33.793433,151.130243,11.13644218
9/05/2025,EASTWOOD,NSW,2122,5,6,2,695,House,PRIVATE TREATY,752000,3370000,-33.7906326,151.0707029,15.47232918
15/08/2025,SUMMER HILL,NSW,2130,3,2,2,512,House,PRIOR TO AUCTION,752000,3370000,-33.8908237,151.1442265,6.366814495
17/05/2025,EAST BRISBANE,QLD,4169,4,3,2,459,House,AUCTION,670000,3360000,-27.4847097,153.0461492,2.83820192
12/06/2025,DEAKIN,ACT,2600,5,4,2,1762,House,PRIVATE TREATY,980000,3360000,-35.3132034,149.1129799,2.033498103
23/05/2025,DARLINGHURST,NSW,2010,3,3,,,Terrace,AUCTION,752000,3350000,-33.8756068,151.2150724,0.896099221
13/08/2025,POINT LOOKOUT,QLD,4183,4,3,2,802,House,PRIVATE TREATY,670000,3350000,-27.4265175,153.5172103,49.03356311
7/05/2025,GLEBE,NSW,2037,3,1,2,206,House,AUCTION,752000,3345000,-33.8782667,151.1813127,2.664633935
22/05/2025,ANNANDALE,NSW,2038,4,2,1,,House,PRIOR TO AUCTION,752000,3325000,-33.8815324,151.1671491,4.020609757
14/08/2025,STANMORE,NSW,2048,3,4,1,,Blockofunits,AUCTION,752000,3321000,-33.8928237,151.1645011,4.785821215
16/08/2025,BURWOOD,NSW,2134,3,1,1,682,House,AUCTION,752000,3302000,-33.8848777,151.0996721,10.18598243
3/05/2025,CLEAR ISLAND WATERS,QLD,4226,4,3,2,880,House,PRIVATE TREATY,670000,3300000,-28.0415196,153.3983859,73.42686123
23/05/2025,CONNELLS POINT,NSW,2221,4,3,5,603,House,PRIVATE TREATY,752000,3300000,-33.9826494,151.1011908,15.95682303
9/08/2025,PALM BEACH,QLD,4221,5,3,3,556,House,PRIVATE TREATY,670000,3300000,-28.1165043,153.4645005,83.89266562
11/08/2025,STONELEIGH,QLD,4356,,,,,Farm,AUCTION,670000,3300000,,,
6/05/2025,EASTWOOD,NSW,2122,5,4,3,475,Semidetached,PRIVATE TREATY,752000,3288888,-33.7871661,151.0988697,13.66334071
21/05/2025,WEST PENNANT HILLS,NSW,2125,5,3,3,800,House,PRIVATE TREATY,752000,3288000,-33.751623,151.017624,21.99049199
23/05/2025,GRACEVILLE,QLD,4075,5,3,3,1227,House,PRIVATE TREATY,670000,3265000,-27.522843,152.9779115,7.47947813
30/04/2025,FOREST GROVE,WA,6286,,,,,Acreage/Semirural,PRIVATE TREATY,505000,3250000,-34.0903887,115.0872705,247.5027301
9/05/2025,ALSTONVILLE,NSW,2477,,,,,Rural,PRIVATE TREATY,752000,3250000,-28.8412757,153.4405813,596.5813037
9/05/2025,BIRCHGROVE,NSW,2041,3,2,1,107,House,AUCTION,752000,3250000,-33.8537208,151.1800408,3.166834146
22/05/2025,PADDINGTON,NSW,2021,3,2,,114,Terrace,PRIOR TO AUCTION,752000,3250000,-33.8822382,151.2230867,1.940468067
5/08/2025,CLAREMONT,WA,6010,3,2,3,478,House,PRIVATE TREATY,505000,3250000,-31.9856736,115.7696476,9.207457248
13/08/2025,WEST PENNANT HILLS,NSW,2125,6,3,2,850,House,PRIVATE TREATY,752000,3250000,-33.751668,151.029026,21.14928838
20/05/2025,POTTS POINT,NSW,2011,2,2,2,,Apartment/Unit/Flat,AUCTION,645000,3221000,-33.8686227,151.2234849,1.412914144
24/05/2025,BALWYN,VIC,3103,4,2,4,1266,House,AUCTION,550000,3211800,-37.8115442,145.0998532,12.03911055
7/05/2025,NEW FARM,QLD,4005,7,5,3,607,Blockofunits,PRIVATE TREATY,670000,3210000,-27.4712306,153.0467389,2.310529176
10/03/2025,BEES CREEK,NT,822,4,3,10,151000,Vacantland,PRIVATE TREATY,460000,3200000,-12.5990094,131.0733659,29.53875635
28/03/2025,CHAPMAN,ACT,2611,6,4,3,2210,House,PRIVATE TREATY,980000,3200000,-35.3538847,149.0324428,8.841331902
2/05/2025,YALLINGUP,WA,6282,4,2,,,House,PRIVATE TREATY,505000,3200000,-33.6648125,115.0413203,204.4600387
16/05/2025,SANCTUARY COVE,QLD,4212,3,2,3,993,House,PRIVATE TREATY,670000,3200000,,,
19/05/2025,GLENSIDE,SA,5065,5,3,2,697,House,PRIVATE TREATY,495000,3200000,-34.9411223,138.6372327,3.697987499
21/05/2025,GERROA,NSW,2534,4,3,4,610,House,PRIVATE TREATY,752000,3200000,-34.7702461,150.8159419,106.2067719
23/05/2025,PADDINGTON,QLD,4064,4,2,2,405,House,PRIOR TO AUCTION,670000,3200000,-27.4620259,152.9963216,2.794275268
16/08/2025,MONT ALBERT,VIC,3127,4,3,4,,House,AUCTION,550000,3200000,-37.8235406,145.1128524,13.21927782
20/05/2025,CASTLE HILL,NSW,2154,5,3,2,,House,PRIVATE TREATY,752000,3190000,-33.7169919,151.0234979,24.08915292
9/05/2025,NORTH BEACH,WA,6020,4,2,2,822,House,PRIVATE TREATY,505000,3175000,-31.8621911,115.7526539,14.56608164
16/05/2025,MERMAID BEACH,QLD,4218,3,2,2,,Apartment/Unit/Flat,PRIVATE TREATY,660000,3175000,-28.056181,153.4405744,76.97275157
12/08/2025,LIDCOMBE,NSW,2141,7,9,2,,House,PRIVATE TREATY,752000,3170000,-33.8617676,151.0489788,14.76774772
26/06/2025,DEAKIN,ACT,2600,5,3,5,759,House,PRIVATE TREATY,980000,3160000,-35.315093,149.1095432,2.082581826
24/07/2025,KINGSTON,ACT,2604,4,3,4,,Apartment/Unit/Flat,PRIVATE TREATY,600000,3150000,-35.3142015,149.1471494,4.56166113
14/08/2025,ST IVES,NSW,2075,6,3,2,935,House,PRIOR TO AUCTION,752000,3150000,-33.7179993,151.1558703,17.52790373
11/08/2025,TOORAK,VIC,3142,3,3,3,,Apartment/Unit/Flat,PRIVATE TREATY,410000,3140000,-37.8419255,145.0175115,5.685390229
20/05/2025,ROSE BAY,NSW,2029,3,2,2,308,House,AUCTION,752000,3135000,-33.8763801,151.27443,6.162675065
7/05/2025,GLADESVILLE,NSW,2111,3,2,2,627,House,PRIOR TO AUCTION,752000,3130000,-33.8295089,151.1240623,8.987285027
8/08/2025,NEW FARM,QLD,4005,4,3,2,329,House,PRIVATE TREATY,670000,3125000,-27.4617455,153.0459377,2.357500958
1/05/2025,BROADBEACH,QLD,4218,4,2,2,,Apartment/Unit/Flat,PRIVATE TREATY,660000,3120000,-28.0280877,153.4325935,73.93011793
14/08/2025,OATLEY,NSW,2223,5,3,2,,House,PRIOR TO AUCTION,752000,3120000,-33.981907,151.0710067,17.76601768
23/05/2025,LEICHHARDT,NSW,2040,3,2,2,366,House,AUCTION,752000,3110000,-33.8856171,151.1467134,5.959020552
15/08/2025,CONCORD,NSW,2137,3,3,2,,House,PRIVATE TREATY,752000,3106000,-33.8542709,151.1044979,9.757907163
6/03/2025,CHAPMAN,ACT,2611,5,3,3,1369,House,AUCTION,980000,3100000,-35.3554296,149.0328127,8.939743198
3/05/2025,ERINDALE,SA,5066,3,1,4,1821,House,AUCTION,495000,3100000,,,
7/05/2025,NELSON BAY,NSW,2315,4,2,2,,Apartment/Unit/Flat,PRIVATE TREATY,645000,3100000,-32.7179493,152.1510623,155.0226688
